guest_id,age
G083930,45.0
G083931,42.0
G083932,45.0
G083933,56.0
G083934,26.0
G083935,31.0
G083936,72.0
G083937,54.0
G083938,18.0
G083939,49.0
G083940,54.0
G083941,38.0
G083942,29.0
G083943,38.0
G083944,53.0
G083945,62.0
G083946,67.0
G083947,37.0
G083948,46.0
G083949,34.0
G083950,74.0
G083951,23.0
G083952,39.0
G083953,35.0
G083954,51.0
G083955,47.0
G083956,51.0
G083957,23.0
G083958,57.0
G083959,52.0
G083960,57.0
G083961,43.0
G083962,41.0
G083963,41.0
G083964,39.0
G083965,33.0
G083966,49.0
G083967,50.0
G083968,58.0
G083969,41.0
G083970,33.0
G083971,40.0
G083972,41.0
G083973,33.0
G083974,63.0
G083975,57.0
G083976,33.0
G083977,42.0
G083978,49.0
G083979,51.0
G083980,49.0
G083981,36.0
G083982,38.0
G083983,55.0
G083984,42.0
G083985,40.0
G083986,56.0
G083987,59.0
G083988,41.0
G083989,48.0
G083990,45.0
G083991,42.0
G083992,43.0
G083993,52.0
G083994,47.0
G083995,41.0
G083996,18.0
G083997,53.0
G083998,39.0
G083999,35.0
G084000,59.0
G084001,49.0
G084002,29.0
G084003,56.0
G084004,34.0
G084005,32.0
G084006,65.0
G084007,47.0
G084008,47.0
G084009,21.0
G084010,27.0
G084011,49.0
G084012,34.0
G084013,71.0
G084014,19.0
G084015,48.0
G084016,57.0
G084017,46.0
G084018,48.0
G084019,57.0
G084020,39.0
G084021,57.0
G084022,53.0
G084023,49.0
G084024,66.0
G084025,35.0
G084026,38.0
G084027,52.0
G084028,53.0
G084029,29.0
G084030,62.0
G084031,32.0
G084032,48.0
G084033,46.0
G084034,56.0
G084035,35.0
G084036,49.0
G084037,57.0
G084038,49.0
G084039,54.0
G084040,30.0
G084041,44.0
G084042,52.0
G084043,36.0
G084044,36.0
G084045,65.0
G084046,57.0
G084047,39.0
G084048,25.0
G084049,41.0
G084050,61.0
G084051,56.0
G084052,18.0
G084053,52.0
G084054,54.0
G084055,37.0
G084056,71.0
G084057,87.0
G084058,58.0
G084059,40.0
G084060,40.0
G084061,47.0
G084062,42.0
G084063,43.0
G084064,43.0
G084065,54.0
G084066,26.0
G084067,37.0
G084068,37.0
G084069,47.0
G084070,27.0
G084071,53.0
G084072,42.0
G084073,18.0
G084074,18.0
G084075,64.0
G084076,38.0
G084077,38.0
G084078,43.0
G084079,57.0
G084080,23.0
G084081,63.0
G084082,48.0
G084083,34.0
G084084,56.0
G084085,48.0
G084086,84.0
G084087,30.0
G084088,75.0
G084089,43.0
G084090,39.0
G084091,50.0
G084092,42.0
G084093,36.0
G084094,30.0
G084095,56.0
G084096,42.0
G084097,56.0
G084098,46.0
G084099,57.0
G084100,43.0
G084101,51.0
G084102,69.0
G084103,56.0
G084104,41.0
G084105,49.0
G084106,69.0
G084107,45.0
G084108,36.0
G084109,30.0
G084110,19.0
G084111,35.0
G084112,40.0
G084113,56.0
G084114,46.0
G084115,46.0
G084116,37.0
G084117,51.0
G084118,50.0
G084119,41.0
G084120,56.0
G084121,35.0
G084122,52.0
G084123,51.0
G084124,51.0
G084125,52.0
G084126,57.0
G084127,39.0
G084128,49.0
G084129,33.0
G084130,51.0
G084131,
G084132,34.0
G084133,52.0
G084134,38.0
G084135,27.0
G084136,36.0
G084137,55.0
G084138,43.0
G084139,18.0
G084140,38.0
G084141,37.0
G084142,54.0
G084143,46.0
G084144,41.0
G084145,67.0
G084146,80.0
G084147,49.0
G084148,73.0
G084149,46.0
G084150,31.0
G084151,46.0
G084152,24.0
G084153,52.0
G084154,43.0
G084155,60.0
G084156,36.0
G084157,54.0
G084158,55.0
G084159,60.0
G084160,34.0
G084161,33.0
G084162,48.0
G084163,61.0
G084164,44.0
G084165,49.0
G084166,27.0
G084167,28.0
G084168,51.0
G084169,49.0
G084170,50.0
G084171,22.0
G084172,68.0
G084173,31.0
G084174,60.0
G084175,52.0
G084176,37.0
G084177,44.0
G084178,44.0
G084179,75.0
G084180,23.0
G084181,54.0
G084182,45.0
G084183,18.0
G084184,44.0
G084185,21.0
G084186,63.0
G084187,48.0
G084188,64.0
G084189,32.0
G084190,40.0
G084191,48.0
G084192,57.0
G084193,35.0
G084194,18.0
G084195,66.0
G084196,44.0
G084197,54.0
G084198,27.0
G084199,45.0
G084200,47.0
G084201,74.0
G084202,35.0
G084203,45.0
G084204,33.0
G084205,47.0
G084206,43.0
G084207,50.0
G084208,51.0
G084209,57.0
G084210,48.0
G084211,60.0
G084212,50.0
G084213,59.0
G084214,34.0
G084215,31.0
G084216,18.0
G084217,42.0
G084218,26.0
G084219,31.0
G084220,45.0
G084221,41.0
G084222,19.0
G084223,24.0
G084224,69.0
G084225,43.0
G084226,56.0
G084227,45.0
G084228,56.0
G084229,75.0
G084230,42.0
G084231,43.0
G084232,23.0
G084233,65.0
G084234,38.0
G084235,56.0
G084236,58.0
G084237,36.0
G084238,43.0
G084239,66.0
G084240,63.0
G084241,32.0
G084242,48.0
G084243,47.0
G084244,18.0
G084245,20.0
G084246,18.0
G084247,27.0
G084248,54.0
G084249,41.0
G084250,36.0
G084251,80.0
G084252,47.0
G084253,28.0
G084254,32.0
G084255,67.0
G084256,66.0
G084257,18.0
G084258,47.0
G084259,67.0
G084260,34.0
G084261,67.0
G084262,47.0
G084263,71.0
G084264,47.0
G084265,50.0
G084266,35.0
G084267,48.0
G084268,51.0
G084269,39.0
G084270,
G084271,38.0
G084272,57.0
G084273,40.0
G084274,52.0
G084275,47.0
G084276,33.0
G084277,44.0
G084278,50.0
G084279,48.0
G084280,48.0
G084281,75.0
G084282,36.0
G084283,36.0
G084284,61.0
G084285,51.0
G084286,35.0
G084287,46.0
G084288,36.0
G084289,28.0
G084290,56.0
G084291,69.0
G084292,49.0
G084293,40.0
G084294,59.0
G084295,64.0
G084296,29.0
G084297,42.0
G084298,60.0
G084299,45.0
G084300,36.0
G084301,29.0
G084302,48.0
G084303,63.0
G084304,33.0
G084305,32.0
G084306,60.0
G084307,28.0
G084308,32.0
G084309,46.0
G084310,42.0
G084311,52.0
G084312,36.0
G084313,61.0
G084314,24.0
G084315,37.0
G084316,55.0
G084317,36.0
G084318,51.0
G084319,44.0
G084320,50.0
G084321,20.0
G084322,56.0
G084323,43.0
G084324,49.0
G084325,35.0
G084326,50.0
G084327,54.0
G084328,56.0
G084329,60.0
G084330,58.0
G084331,33.0
G084332,72.0
G084333,52.0
G084334,70.0
G084335,34.0
G084336,65.0
G084337,53.0
G084338,48.0
G084339,69.0
G084340,38.0
G084341,38.0
G084342,25.0
G084343,63.0
G084344,29.0
G084345,30.0
G084346,
G084347,36.0
G084348,56.0
G084349,
G084350,46.0
G084351,35.0
G084352,46.0
G084353,39.0
G084354,55.0
G084355,78.0
G084356,43.0
G084357,43.0
G084358,47.0
G084359,53.0
G084360,50.0
G084361,50.0
G084362,39.0
G084363,39.0
G084364,33.0
G084365,
G084366,56.0
G084367,57.0
G084368,47.0
G084369,66.0
G084370,57.0
G084371,39.0
G084372,42.0
G084373,33.0
G084374,74.0
G084375,48.0
G084376,58.0
G084377,64.0
G084378,46.0
G084379,52.0
G084380,55.0
G084381,53.0
G084382,45.0
G084383,47.0
G084384,51.0
G084385,54.0
G084386,51.0
G084387,31.0
G084388,57.0
G084389,23.0
G084390,38.0
G084391,75.0
G084392,26.0
G084393,61.0
G084394,40.0
G084395,52.0
G084396,44.0
G084397,38.0
G084398,29.0
G084399,30.0
G084400,48.0
G084401,57.0
G084402,33.0
G084403,53.0
G084404,58.0
G084405,28.0
G084406,58.0
G084407,19.0
G084408,46.0
G084409,55.0
G084410,32.0
G084411,63.0
G084412,36.0
G084413,59.0
G084414,56.0
G084415,30.0
G084416,53.0
G084417,18.0
G084418,54.0
G084419,37.0
G084420,42.0
G084421,40.0
G084422,27.0
G084423,50.0
G084424,35.0
G084425,38.0
G084426,30.0
G084427,26.0
G084428,59.0
G084429,41.0
G084430,55.0
G084431,55.0
G084432,36.0
G084433,36.0
G084434,40.0
G084435,47.0
G084436,26.0
G084437,52.0
G084438,50.0
G084439,
G084440,44.0
G084441,44.0
G084442,54.0
G084443,40.0
G084444,36.0
G084445,21.0
G084446,48.0
G084447,52.0
G084448,63.0
G084449,33.0
G084450,50.0
G084451,75.0
G084452,49.0
G084453,47.0
G084454,54.0
G084455,42.0
G084456,53.0
G084457,41.0
G084458,50.0
G084459,37.0
G084460,30.0
G084461,32.0
G084462,56.0
G084463,39.0
G084464,53.0
G084465,30.0
G084466,77.0
G084467,63.0
G084468,45.0
G084469,18.0
G084470,45.0
G084471,30.0
G084472,48.0
G084473,45.0
G084474,51.0
G084475,20.0
G084476,58.0
G084477,45.0
G084478,57.0
G084479,46.0
G084480,35.0
G084481,31.0
G084482,31.0
G084483,36.0
G084484,43.0
G084485,30.0
G084486,25.0
G084487,43.0
G084488,40.0
G084489,48.0
G084490,50.0
G084491,40.0
G084492,33.0
G084493,51.0
G084494,35.0
G084495,27.0
G084496,26.0
G084497,50.0
G084498,41.0
G084499,41.0
G084500,69.0
G084501,39.0
G084502,58.0
G084503,46.0
G084504,47.0
G084505,35.0
G084506,42.0
G084507,52.0
G084508,57.0
G084509,51.0
G084510,60.0
G084511,56.0
G084512,57.0
G084513,44.0
G084514,65.0
G084515,40.0
G084516,38.0
G084517,18.0
G084518,39.0
G084519,62.0
G084520,47.0
G084521,41.0
G084522,37.0
G084523,63.0
G084524,45.0
G084525,45.0
G084526,59.0
G084527,49.0
G084528,18.0
G084529,61.0
G084530,31.0
G084531,31.0
G084532,41.0
G084533,37.0
G084534,23.0
G084535,47.0
G084536,32.0
G084537,51.0
G084538,50.0
G084539,63.0
G084540,26.0
G084541,18.0
G084542,57.0
G084543,30.0
G084544,42.0
G084545,69.0
G084546,61.0
G084547,37.0
G084548,50.0
G084549,55.0
G084550,44.0
G084551,62.0
G084552,41.0
G084553,44.0
G084554,48.0
G084555,46.0
G084556,54.0
G084557,18.0
G084558,63.0
G084559,46.0
G084560,18.0
G084561,42.0
G084562,51.0
G084563,64.0
G084564,43.0
G084565,55.0
G084566,18.0
G084567,54.0
G084568,25.0
G084569,52.0
G084570,33.0
G084571,40.0
G084572,52.0
G084573,41.0
G084574,33.0
G084575,48.0
G084576,31.0
G084577,39.0
G084578,45.0
G084579,45.0
G084580,57.0
G084581,31.0
G084582,34.0
G084583,54.0
G084584,32.0
G084585,53.0
G084586,53.0
G084587,34.0
G084588,63.0
G084589,47.0
G084590,38.0
G084591,64.0
G084592,49.0
G084593,49.0
G084594,52.0
G084595,31.0
G084596,53.0
G084597,60.0
G084598,48.0
G084599,68.0
G084600,66.0
G084601,62.0
G084602,37.0
G084603,61.0
G084604,31.0
G084605,25.0
G084606,47.0
G084607,53.0
G084608,53.0
G084609,18.0
G084610,67.0
G084611,35.0
G084612,44.0
G084613,45.0
G084614,52.0
G084615,63.0
G084616,50.0
G084617,49.0
G084618,51.0
G084619,29.0
G084620,29.0
G084621,46.0
G084622,40.0
G084623,49.0
G084624,36.0
G084625,56.0
G084626,36.0
G084627,56.0
G084628,58.0
G084629,64.0
G084630,45.0
G084631,38.0
G084632,
G084633,54.0
G084634,37.0
G084635,20.0
G084636,54.0
G084637,36.0
G084638,43.0
G084639,56.0
G084640,45.0
G084641,45.0
G084642,45.0
G084643,58.0
G084644,34.0
G084645,36.0
G084646,50.0
G084647,43.0
G084648,54.0
G084649,49.0
G084650,25.0
G084651,62.0
G084652,59.0
G084653,30.0
G084654,28.0
G084655,55.0
G084656,37.0
G084657,42.0
G084658,44.0
G084659,64.0
G084660,54.0
G084661,53.0
G084662,53.0
G084663,55.0
G084664,40.0
G084665,18.0
G084666,31.0
G084667,59.0
G084668,44.0
G084669,68.0
G084670,64.0
G084671,44.0
G084672,36.0
G084673,25.0
G084674,36.0
G084675,26.0
G084676,46.0
G084677,32.0
G084678,55.0
G084679,75.0
G084680,48.0
G084681,47.0
G084682,38.0
G084683,33.0
G084684,50.0
G084685,39.0
G084686,62.0
G084687,40.0
G084688,62.0
G084689,43.0
G084690,35.0
G084691,48.0
G084692,59.0
G084693,18.0
G084694,47.0
G084695,44.0
G084696,40.0
G084697,32.0
G084698,74.0
G084699,28.0
G084700,39.0
G084701,43.0
G084702,42.0
G084703,44.0
G084704,27.0
G084705,33.0
G084706,64.0
G084707,30.0
G084708,44.0
G084709,58.0
G084710,39.0
G084711,45.0
G084712,40.0
G084713,50.0
G084714,34.0
G084715,46.0
G084716,50.0
G084717,48.0
G084718,58.0
G084719,41.0
G084720,31.0
G084721,58.0
G084722,37.0
G084723,51.0
G084724,55.0
G084725,23.0
G084726,35.0
G084727,34.0
G084728,47.0
G084729,48.0
G084730,49.0
G084731,72.0
G084732,62.0
G084733,41.0
G084734,45.0
G084735,63.0
G084736,62.0
G084737,46.0
G084738,67.0
G084739,36.0
G084740,25.0
G084741,46.0
G084742,39.0
G084743,40.0
G084744,
G084745,24.0
G084746,55.0
G084747,56.0
G084748,66.0
G084749,56.0
G084750,24.0
G084751,71.0
G084752,49.0
G084753,66.0
G084754,75.0
G084755,52.0
G084756,36.0
G084757,40.0
G084758,49.0
G084759,59.0
G084760,47.0
G084761,39.0
G084762,50.0
G084763,62.0
G084764,37.0
G084765,36.0
G084766,50.0
G084767,46.0
G084768,52.0
G084769,29.0
G084770,45.0
G084771,36.0
G084772,34.0
G084773,47.0
G084774,45.0
G084775,38.0
G084776,26.0
G084777,35.0
G084778,35.0
G084779,40.0
G084780,47.0
G084781,21.0
G084782,48.0
G084783,38.0
G084784,54.0
G084785,43.0
G084786,62.0
G084787,62.0
G084788,41.0
G084789,39.0
G084790,30.0
G084791,60.0
G084792,70.0
G084793,30.0
G084794,57.0
G084795,56.0
G084796,26.0
G084797,46.0
G084798,42.0
G084799,27.0
G084800,55.0
G084801,35.0
G084802,41.0
G084803,70.0
G084804,58.0
G084805,77.0
G084806,58.0
G084807,49.0
G084808,37.0
G084809,43.0
G084810,63.0
G084811,34.0
G084812,32.0
G084813,51.0
G084814,64.0
G084815,30.0
G084816,59.0
G084817,45.0
G084818,50.0
G084819,47.0
G084820,64.0
G084821,30.0
G084822,30.0
G084823,63.0
G084824,59.0
G084825,30.0
G084826,45.0
G084827,
G084828,45.0
G084829,43.0
G084830,40.0
G084831,66.0
G084832,68.0
G084833,45.0
G084834,53.0
G084835,35.0
G084836,41.0
G084837,43.0
G084838,60.0
G084839,52.0
G084840,49.0
G084841,42.0
G084842,25.0
G084843,64.0
G084844,53.0
G084845,55.0
G084846,19.0
G084847,50.0
G084848,59.0
G084849,
G084850,21.0
G084851,31.0
G084852,49.0
G084853,32.0
G084854,49.0
G084855,51.0
G084856,48.0
G084857,56.0
G084858,50.0
G084859,60.0
G084860,44.0
G084861,46.0
G084862,53.0
G084863,32.0
G084864,39.0
G084865,47.0
G084866,32.0
G084867,54.0
G084868,50.0
G084869,64.0
G084870,52.0
G084871,41.0
G084872,52.0
G084873,43.0
G084874,37.0
G084875,25.0
G084876,46.0
G084877,55.0
G084878,45.0
G084879,55.0
G084880,34.0
G084881,53.0
G084882,52.0
G084883,57.0
G084884,36.0
G084885,35.0
G084886,48.0
G084887,36.0
G084888,57.0
G084889,32.0
G084890,49.0
G084891,42.0
G084892,46.0
G084893,64.0
G084894,47.0
G084895,46.0
G084896,26.0
G084897,75.0
G084898,50.0
G084899,41.0
G084900,23.0
G084901,42.0
G084902,47.0
G084903,51.0
G084904,32.0
G084905,35.0
G084906,66.0
G084907,73.0
G084908,52.0
G084909,51.0
G084910,41.0
G084911,47.0
G084912,61.0
G084913,60.0
G084914,62.0
G084915,50.0
G084916,42.0
G084917,18.0
G084918,60.0
G084919,54.0
G084920,51.0
G084921,55.0
G084922,32.0
G084923,54.0
G084924,36.0
G084925,35.0
G084926,36.0
G084927,18.0
G084928,47.0
G084929,48.0
G084930,42.0
G084931,64.0
G084932,39.0
G084933,32.0
G084934,47.0
G084935,38.0
G084936,18.0
G084937,27.0
G084938,56.0
G084939,27.0
G084940,47.0
G084941,62.0
G084942,56.0
G084943,63.0
G084944,64.0
G084945,40.0
G084946,48.0
G084947,63.0
G084948,
G084949,50.0
G084950,56.0
G084951,45.0
G084952,65.0
G084953,41.0
G084954,33.0
G084955,53.0
G084956,49.0
G084957,18.0
G084958,37.0
G084959,44.0
G084960,42.0
G084961,35.0
G084962,49.0
G084963,52.0
G084964,37.0
G084965,59.0
G084966,38.0
G084967,47.0
G084968,52.0
G084969,38.0
G084970,44.0
G084971,59.0
G084972,34.0
G084973,61.0
G084974,53.0
G084975,
G084976,22.0
G084977,64.0
G084978,47.0
G084979,29.0
G084980,38.0
G084981,45.0
G084982,77.0
G084983,30.0
G084984,33.0
G084985,47.0
G084986,46.0
G084987,39.0
G084988,49.0
G084989,47.0
G084990,31.0
G084991,42.0
G084992,72.0
G084993,53.0
G084994,42.0
G084995,53.0
G084996,33.0
G084997,60.0
G084998,50.0
G084999,54.0
G085000,39.0
G085001,46.0
G085002,61.0
G085003,44.0
G085004,28.0
G085005,43.0
G085006,52.0
G085007,57.0
G085008,68.0
G085009,82.0
G085010,54.0
G085011,36.0
G085012,26.0
G085013,39.0
G085014,40.0
G085015,39.0
G085016,42.0
G085017,38.0
G085018,20.0
G085019,47.0
G085020,31.0
G085021,43.0
G085022,43.0
G085023,64.0
G085024,37.0
G085025,43.0
G085026,47.0
G085027,18.0
G085028,29.0
G085029,32.0
G085030,51.0
G085031,57.0
G085032,52.0
G085033,19.0
G085034,54.0
G085035,46.0
G085036,41.0
G085037,39.0
G085038,68.0
G085039,33.0
G085040,49.0
G085041,
G085042,46.0
G085043,50.0
G085044,53.0
G085045,27.0
G085046,35.0
G085047,42.0
G085048,32.0
G085049,66.0
G085050,18.0
G085051,38.0
G085052,38.0
G085053,33.0
G085054,43.0
G085055,44.0
G085056,18.0
G085057,35.0
G085058,54.0
G085059,55.0
G085060,36.0
G085061,35.0
G085062,49.0
G085063,51.0
G085064,51.0
G085065,61.0
G085066,62.0
G085067,33.0
G085068,69.0
G085069,47.0
G085070,47.0
G085071,42.0
G085072,67.0
G085073,44.0
G085074,32.0
G085075,64.0
G085076,18.0
G085077,31.0
G085078,54.0
G085079,25.0
G085080,18.0
G085081,63.0
G085082,67.0
G085083,71.0
G085084,33.0
G085085,36.0
G085086,28.0
G085087,41.0
G085088,25.0
G085089,47.0
G085090,51.0
G085091,72.0
G085092,37.0
G085093,36.0
G085094,50.0
G085095,34.0
G085096,51.0
G085097,55.0
G085098,63.0
G085099,47.0
G085100,22.0
G085101,38.0
G085102,36.0
G085103,72.0
G085104,38.0
G085105,52.0
G085106,35.0
G085107,58.0
G085108,52.0
G085109,47.0
G085110,47.0
G085111,50.0
G085112,23.0
G085113,55.0
G085114,35.0
G085115,63.0
G085116,47.0
G085117,48.0
G085118,30.0
G085119,42.0
G085120,48.0
G085121,67.0
G085122,57.0
G085123,44.0
G085124,70.0
G085125,33.0
G085126,40.0
G085127,34.0
G085128,29.0
G085129,24.0
G085130,41.0
G085131,67.0
G085132,41.0
G085133,39.0
G085134,42.0
G085135,49.0
G085136,36.0
G085137,39.0
G085138,73.0
G085139,49.0
G085140,74.0
G085141,54.0
G085142,38.0
G085143,70.0
G085144,60.0
G085145,39.0
G085146,51.0
G085147,36.0
G085148,56.0
G085149,40.0
G085150,75.0
G085151,60.0
G085152,55.0
G085153,52.0
G085154,43.0
G085155,44.0
G085156,35.0
G085157,57.0
G085158,34.0
G085159,48.0
G085160,
G085161,58.0
G085162,36.0
G085163,37.0
G085164,39.0
G085165,51.0
G085166,37.0
G085167,63.0
G085168,43.0
G085169,24.0
G085170,50.0
G085171,76.0
G085172,59.0
G085173,25.0
G085174,52.0
G085175,45.0
G085176,45.0
G085177,59.0
G085178,45.0
G085179,18.0
G085180,35.0
G085181,46.0
G085182,67.0
G085183,60.0
G085184,50.0
G085185,24.0
G085186,28.0
G085187,43.0
G085188,27.0
G085189,55.0
G085190,24.0
G085191,38.0
G085192,59.0
G085193,48.0
G085194,40.0
G085195,63.0
G085196,40.0
G085197,26.0
G085198,32.0
G085199,40.0
G085200,48.0
G085201,32.0
G085202,32.0
G085203,60.0
G085204,37.0
G085205,37.0
G085206,40.0
G085207,38.0
G085208,61.0
G085209,62.0
G085210,22.0
G085211,27.0
G085212,68.0
G085213,34.0
G085214,34.0
G085215,46.0
G085216,30.0
G085217,44.0
G085218,47.0
G085219,52.0
G085220,51.0
G085221,47.0
G085222,40.0
G085223,46.0
G085224,53.0
G085225,32.0
G085226,36.0
G085227,43.0
G085228,49.0
G085229,61.0
G085230,52.0
G085231,51.0
G085232,40.0
G085233,44.0
G085234,54.0
G085235,33.0
G085236,50.0
G085237,47.0
G085238,39.0
G085239,27.0
G085240,18.0
G085241,60.0
G085242,74.0
G085243,54.0
G085244,43.0
G085245,40.0
G085246,39.0
G085247,30.0
G085248,69.0
G085249,46.0
G085250,44.0
G085251,50.0
G085252,51.0
G085253,49.0
G085254,47.0
G085255,69.0
G085256,42.0
G085257,43.0
G085258,47.0
G085259,33.0
G085260,59.0
G085261,37.0
G085262,25.0
G085263,53.0
G085264,46.0
G085265,37.0
G085266,46.0
G085267,41.0
G085268,58.0
G085269,51.0
G085270,47.0
G085271,49.0
G085272,19.0
G085273,30.0
G085274,25.0
G085275,49.0
G085276,47.0
G085277,58.0
G085278,31.0
G085279,52.0
G085280,51.0
G085281,56.0
G085282,74.0
G085283,
G085284,25.0
G085285,41.0
G085286,18.0
G085287,78.0
G085288,44.0
G085289,43.0
G085290,38.0
G085291,26.0
G085292,45.0
G085293,56.0
G085294,27.0
G085295,44.0
G085296,18.0
G085297,36.0
G085298,31.0
G085299,29.0
G085300,27.0
G085301,52.0
G085302,35.0
G085303,52.0
G085304,45.0
G085305,26.0
G085306,44.0
G085307,35.0
G085308,60.0
G085309,42.0
G085310,63.0
G085311,31.0
G085312,42.0
G085313,29.0
G085314,39.0
G085315,23.0
G085316,51.0
G085317,31.0
G085318,31.0
G085319,39.0
G085320,35.0
G085321,18.0
G085322,46.0
G085323,49.0
G085324,58.0
G085325,46.0
G085326,29.0
G085327,24.0
G085328,56.0
G085329,79.0
G085330,26.0
G085331,61.0
G085332,55.0
G085333,39.0
G085334,47.0
G085335,76.0
G085336,
G085337,36.0
G085338,67.0
G085339,53.0
G085340,35.0
G085341,55.0
G085342,59.0
G085343,44.0
G085344,62.0
G085345,24.0
G085346,55.0
G085347,32.0
G085348,62.0
G085349,41.0
G085350,55.0
G085351,57.0
G085352,47.0
G085353,27.0
G085354,45.0
G085355,62.0
G085356,50.0
G085357,83.0
G085358,47.0
G085359,37.0
G085360,67.0
G085361,44.0
G085362,47.0
G085363,35.0
G085364,46.0
G085365,42.0
G085366,36.0
G085367,51.0
G085368,44.0
G085369,50.0
G085370,40.0
G085371,51.0
G085372,47.0
G085373,28.0
G085374,69.0
G085375,70.0
G085376,48.0
G085377,54.0
G085378,59.0
G085379,57.0
G085380,46.0
G085381,42.0
G085382,55.0
G085383,
G085384,77.0
G085385,59.0
G085386,43.0
G085387,29.0
G085388,49.0
G085389,65.0
G085390,49.0
G085391,18.0
G085392,57.0
G085393,50.0
G085394,44.0
G085395,28.0
G085396,65.0
G085397,22.0
G085398,63.0
G085399,40.0
G085400,37.0
G085401,41.0
G085402,46.0
G085403,55.0
G085404,55.0
G085405,42.0
G085406,26.0
G085407,42.0
G085408,78.0
G085409,57.0
G085410,36.0
G085411,
G085412,39.0
G085413,37.0
G085414,51.0
G085415,39.0
G085416,25.0
G085417,50.0
G085418,52.0
G085419,68.0
G085420,18.0
G085421,60.0
G085422,37.0
G085423,50.0
G085424,47.0
G085425,42.0
G085426,47.0
G085427,36.0
G085428,68.0
G085429,43.0
G085430,35.0
G085431,
G085432,18.0
G085433,69.0
G085434,51.0
G085435,34.0
G085436,55.0
G085437,48.0
G085438,67.0
G085439,69.0
G085440,45.0
G085441,41.0
G085442,27.0
G085443,27.0
G085444,41.0
G085445,37.0
G085446,48.0
G085447,54.0
G085448,55.0
G085449,36.0
G085450,20.0
G085451,29.0
G085452,50.0
G085453,33.0
G085454,69.0
G085455,72.0
G085456,39.0
G085457,21.0
G085458,47.0
G085459,61.0
G085460,35.0
G085461,38.0
G085462,64.0
G085463,47.0
G085464,45.0
G085465,62.0
G085466,64.0
G085467,36.0
G085468,87.0
G085469,44.0
G085470,46.0
G085471,48.0
G085472,66.0
G085473,61.0
G085474,66.0
G085475,62.0
G085476,38.0
G085477,21.0
G085478,79.0
G085479,58.0
G085480,54.0
G085481,41.0
G085482,42.0
G085483,18.0
G085484,56.0
G085485,37.0
G085486,
G085487,46.0
G085488,24.0
G085489,63.0
G085490,39.0
G085491,38.0
G085492,52.0
G085493,59.0
G085494,28.0
G085495,66.0
G085496,41.0
G085497,46.0
G085498,69.0
G085499,41.0
G085500,42.0
G085501,34.0
G085502,64.0
G085503,69.0
G085504,34.0
G085505,49.0
G085506,61.0
G085507,57.0
G085508,55.0
G085509,31.0
G085510,54.0
G085511,65.0
G085512,56.0
G085513,56.0
G085514,37.0
G085515,62.0
G085516,61.0
G085517,33.0
G085518,22.0
G085519,51.0
G085520,60.0
G085521,34.0
G085522,44.0
G085523,58.0
G085524,28.0
G085525,40.0
G085526,31.0
G085527,38.0
G085528,40.0
G085529,56.0
G085530,59.0
G085531,50.0
G085532,46.0
G085533,21.0
G085534,43.0
G085535,59.0
G085536,59.0
G085537,48.0
G085538,47.0
G085539,60.0
G085540,46.0
G085541,35.0
G085542,55.0
G085543,48.0
G085544,48.0
G085545,18.0
G085546,51.0
G085547,77.0
G085548,44.0
G085549,52.0
G085550,59.0
G085551,52.0
G085552,54.0
G085553,43.0
G085554,47.0
G085555,38.0
G085556,58.0
G085557,59.0
G085558,45.0
G085559,32.0
G085560,40.0
G085561,52.0
G085562,44.0
G085563,
G085564,49.0
G085565,31.0
G085566,25.0
G085567,64.0
G085568,50.0
G085569,19.0
G085570,62.0
G085571,80.0
G085572,30.0
G085573,52.0
G085574,56.0
G085575,46.0
G085576,48.0
G085577,27.0
G085578,31.0
G085579,46.0
G085580,53.0
G085581,37.0
G085582,36.0
G085583,41.0
G085584,50.0
G085585,56.0
G085586,57.0
G085587,29.0
G085588,55.0
G085589,62.0
G085590,61.0
G085591,37.0
G085592,48.0
G085593,64.0
G085594,38.0
G085595,45.0
G085596,32.0
G085597,35.0
G085598,33.0
G085599,36.0
G085600,47.0
G085601,39.0
G085602,24.0
G085603,55.0
G085604,50.0
G085605,49.0
G085606,49.0
G085607,
G085608,40.0
G085609,47.0
G085610,33.0
G085611,42.0
G085612,54.0
G085613,39.0
G085614,31.0
G085615,56.0
G085616,32.0
G085617,60.0
G085618,64.0
G085619,
G085620,41.0
G085621,48.0
G085622,30.0
G085623,54.0
G085624,62.0
G085625,39.0
G085626,50.0
G085627,53.0
G085628,55.0
G085629,39.0
G085630,27.0
G085631,58.0
G085632,73.0
G085633,48.0
G085634,55.0
G085635,41.0
G085636,65.0
G085637,72.0
G085638,55.0
G085639,23.0
G085640,55.0
G085641,58.0
G085642,55.0
G085643,18.0
G085644,55.0
G085645,
G085646,39.0
G085647,52.0
G085648,52.0
G085649,27.0
G085650,37.0
G085651,25.0
G085652,50.0
G085653,28.0
G085654,40.0
G085655,41.0
G085656,43.0
G085657,45.0
G085658,48.0
G085659,
G085660,33.0
G085661,31.0
G085662,34.0
G085663,58.0
G085664,25.0
G085665,26.0
G085666,42.0
G085667,55.0
G085668,48.0
G085669,45.0
G085670,51.0
G085671,48.0
G085672,56.0
G085673,33.0
G085674,50.0
G085675,71.0
G085676,33.0
G085677,45.0
G085678,53.0
G085679,58.0
G085680,46.0
G085681,37.0
G085682,47.0
G085683,45.0
G085684,
G085685,47.0
G085686,58.0
G085687,43.0
